city,state,lat,lon,population,bortle,limiting_magnitude
Jagtial,Telangana,18.79473,78.91661,103930.0,5,-3.784880204202082
Jangaon,Telangana,17.72602,79.15236,52394.0,5,-3.784880204202082
Jayashankar Bhupalapally,Telangana,18.19678,79.93976,,3,-7.726605438826365
Jogulamba Gadwal,Telangana,16.23401,77.80564,,3,-7.726605438826365
Kagaznagar,Telangana,19.33159,79.46605,57583.0,5,-3.784880204202082
Kamareddi,Telangana,18.32001,78.34177,80315.0,5,-3.784880204202082
Kamareddy,Telangana,18.32567,78.33416,80315.0,5,-3.784880204202082
Karimnagar,Telangana,18.33844,79.22938,289821.0,6,-1.8244515764056963
Khammam,Telangana,17.5,80.33333,196283.0,5,-3.784880204202082
Kodar,Telangana,16.9985,79.9656,64234.0,5,-3.784880204202082
Koratla,Telangana,18.82154,78.71186,66504.0,5,-3.784880204202082
Kothapet,Telangana,19.35176,79.48323,4266.0,3,-7.726605438826365
Kottagudem,Telangana,17.55106,80.61779,79819.0,5,-3.784880204202082
Kottapalli,Telangana,18.49543,79.0943,9899.0,3,-7.726605438826365
Kukatpally,Telangana,17.48486,78.41376,341709.0,6,-1.8244515764056963
Kyathampalle,Telangana,19.66781,78.5289,42275.0,4,-5.7539843347686705
Lakshettipet,Telangana,18.86667,79.21667,11322.0,4,-5.7539843347686705
Lal Bahadur Nagar,Telangana,17.34769,78.55757,261987.0,6,-1.8244515764056963
Mahabubabad,Telangana,17.6004,80.00543,42851.0,4,-5.7539843347686705
Mahbubnagar,Telangana,16.63171,77.75556,,3,-7.726605438826365
Malkajgiri,Telangana,17.44781,78.52633,150000.0,5,-3.784880204202082
Mancheral,Telangana,18.87074,79.42863,89935.0,5,-3.784880204202082
Mandamarri,Telangana,18.96506,79.47475,66176.0,5,-3.784880204202082
Manthani,Telangana,18.65087,79.66501,17927.0,4,-5.7539843347686705
Manuguru,Telangana,17.98102,80.7547,32091.0,4,-5.7539843347686705
Medak,Telangana,17.75,78.25,46880.0,4,-5.7539843347686705
Medchal,Telangana,17.62972,78.48139,35611.0,4,-5.7539843347686705
Medchal Malkajgiri,Telangana,17.60644,78.54007,,3,-7.726605438826365
Mirialguda,Telangana,16.8722,79.56247,104918.0,5,-3.784880204202082
Nagar Karnul,Telangana,16.4821,78.32471,29439.0,4,-5.7539843347686705
Nalgonda,Telangana,17.16667,79.5,154326.0,5,-3.784880204202082
Narayanpet,Telangana,16.74799,77.4954,41752.0,4,-5.7539843347686705
Narsingi,Telangana,18.04468,78.42516,7488.0,3,-7.726605438826365
Naspur,Telangana,18.84577,79.46165,31244.0,4,-5.7539843347686705
Nirmal,Telangana,19.09685,78.34407,88433.0,5,-3.784880204202082
Nizamabad,Telangana,18.75,78.25,13895.0,4,-5.7539843347686705
Paloncha,Telangana,17.60184,80.70509,75224.0,5,-3.784880204202082
Palwancha,Telangana,17.58152,80.67651,80199.0,5,-3.784880204202082
Patancheru,Telangana,17.53334,78.2645,46821.0,4,-5.7539843347686705
Peddapalli,Telangana,18.61357,79.37442,41171.0,4,-5.7539843347686705
Quthbullapur,Telangana,17.50107,78.45818,225816.0,6,-1.8244515764056963
Rajanna Sircilla,Telangana,18.38629,78.8156,,3,-7.726605438826365
Ramagundam,Telangana,18.755,79.474,242979.0,6,-1.8244515764056963
Ramgundam,Telangana,18.80084,79.45206,452261.0,6,-1.8244515764056963
Rangareddi,Telangana,17.27883,78.16844,,3,-7.726605438826365
Sadaseopet,Telangana,17.61925,77.95263,47920.0,4,-5.7539843347686705
Sangareddi,Telangana,17.62477,78.08669,72344.0,5,-3.784880204202082
Sathupalli,Telangana,17.24968,80.86899,40000.0,4,-5.7539843347686705
Secunderabad,Telangana,17.50427,78.54263,213698.0,6,-1.8244515764056963
Serilingampalle,Telangana,17.49313,78.30196,150525.0,5,-3.784880204202082
Siddipet,Telangana,18.10483,78.84858,66737.0,5,-3.784880204202082
Singapur,Telangana,17.46982,78.12574,24457.0,4,-5.7539843347686705
Sirpur,Telangana,19.47953,79.57558,10116.0,4,-5.7539843347686705
Sirsilla,Telangana,18.38865,78.81048,83186.0,5,-3.784880204202082
Sriramnagar,Telangana,17.26652,78.25544,19550.0,4,-5.7539843347686705
Suriapet,Telangana,17.14054,79.62045,111729.0,5,-3.784880204202082
Tandur,Telangana,17.24849,77.57698,65115.0,5,-3.784880204202082
Uppal Kalan,Telangana,17.40577,78.55911,118259.0,5,-3.784880204202082
Vemalwada,Telangana,18.46523,78.86894,33706.0,4,-5.7539843347686705
Vikarabad,Telangana,17.3381,77.90441,53143.0,5,-3.784880204202082
Wanparti,Telangana,16.36738,78.06889,60949.0,5,-3.784880204202082
Warangal,Telangana,18.0,79.83333,704570.0,6,-1.8244515764056963
Yellandu,Telangana,17.59064,80.32146,35056.0,4,-5.7539843347686705
Zahirabad,Telangana,17.68138,77.60743,71166.0,5,-3.784880204202082
Agartala,Tripura,23.83605,91.27939,400004.0,6,-1.8244515764056963
Amarpur,Tripura,23.5257,91.65879,11906.0,4,-5.7539843347686705
Ambasa,Tripura,23.936,91.85436,16285.0,4,-5.7539843347686705
Barjala,Tripura,23.6182,91.35596,17998.0,4,-5.7539843347686705
Belonia,Tripura,23.25178,91.45407,19996.0,4,-5.7539843347686705
Dhalai,Tripura,23.84307,91.92591,378230.0,6,-1.8244515764056963
Dharmanagar,Tripura,24.36667,92.16667,40595.0,4,-5.7539843347686705
Gomati,Tripura,23.53399,91.48122,32758.0,4,-5.7539843347686705
Kailashahar,Tripura,24.33199,92.00391,22405.0,4,-5.7539843347686705
Kamalpur,Tripura,24.19593,91.83438,10872.0,4,-5.7539843347686705
Khowai,Tripura,24.07964,91.59972,20046.0,4,-5.7539843347686705
North Tripura,Tripura,24.1305,92.15552,693947.0,6,-1.8244515764056963
Ranir Bazar,Tripura,23.83463,91.36614,13104.0,4,-5.7539843347686705
Sabrum,Tripura,23.00153,91.72427,7142.0,3,-7.726605438826365
Sonamura,Tripura,23.47547,91.2659,11285.0,4,-5.7539843347686705
South Tripura,Tripura,23.1671,91.60953,876001.0,6,-1.8244515764056963
Udaipur,Tripura,23.53333,91.48333,32758.0,4,-5.7539843347686705
Unakoti,Tripura,24.32781,92.00377,,3,-7.726605438826365
West Tripura,Tripura,23.91667,91.5,1725739.0,7,0.11478305677049683
Achhnera,Uttar Pradesh,27.17826,77.75674,20532.0,4,-5.7539843347686705
Afzalgarh,Uttar Pradesh,29.3937,78.67393,27753.0,4,-5.7539843347686705
Agra,Uttar Pradesh,27.18333,78.01667,1430055.0,7,0.11478305677049683
Ahraura,Uttar Pradesh,25.01579,83.03294,25075.0,4,-5.7539843347686705
Aidalpur,Uttar Pradesh,26.13333333,79.45,0.0,3,-7.726605438826365
Airwa,Uttar Pradesh,26.9,79.43333333,0.0,3,-7.726605438826365
Akbarpur,Uttar Pradesh,26.42953,82.53431,42248.0,4,-5.7539843347686705
Akola,Uttar Pradesh,27.06547,77.88084,428857.0,6,-1.8244515764056963
Aliganj,Uttar Pradesh,27.49358,79.17127,26652.0,4,-5.7539843347686705
Aligarh,Uttar Pradesh,27.83333,78.16667,874408.0,6,-1.8244515764056963
Allahabad,Uttar Pradesh,25.45,81.85,,3,-7.726605438826365
Allahganj,Uttar Pradesh,27.5454,79.68715,13824.0,4,-5.7539843347686705
Amanpur,Uttar Pradesh,27.71222,78.73788,10362.0,4,-5.7539843347686705
Amauli,Uttar Pradesh,26.01666667,80.3,0.0,3,-7.726605438826365
Ambahta,Uttar Pradesh,29.85706,77.33583,14303.0,4,-5.7539843347686705
Ambedkar Nagar,Uttar Pradesh,26.40544,82.69762,2397888.0,7,0.11478305677049683
Amethi,Uttar Pradesh,28.01667,81.05,13684.0,4,-5.7539843347686705
Amroha,Uttar Pradesh,28.90314,78.46984,176253.0,5,-3.784880204202082
Anandnagar,Uttar Pradesh,27.10062,83.27156,11220.0,4,-5.7539843347686705
Antu,Uttar Pradesh,26.05654,81.90267,8316.0,3,-7.726605438826365
Anupshahr,Uttar Pradesh,28.35748,78.26914,25306.0,4,-5.7539843347686705
Aonla,Uttar Pradesh,28.27402,79.16521,50011.0,5,-3.784880204202082
Araul,Uttar Pradesh,26.917,80.033,0.0,3,-7.726605438826365
Asalatganj,Uttar Pradesh,26.68333333,79.85,0.0,3,-7.726605438826365
Atarra,Uttar Pradesh,25.28618,80.57155,46168.0,4,-5.7539843347686705
Atrauli,Uttar Pradesh,28.02964,78.28571,47512.0,4,-5.7539843347686705
Atraulia,Uttar Pradesh,26.3333,82.94727,11847.0,4,-5.7539843347686705
Auraiya,Uttar Pradesh,26.64692,79.42858,70508.0,5,-3.784880204202082
Auras,Uttar Pradesh,26.91414,80.50792,6591.0,3,-7.726605438826365
Ayodhya,Uttar Pradesh,26.79909,82.2047,55890.0,5,-3.784880204202082
Azamgarh,Uttar Pradesh,26.06832,83.18358,116644.0,5,-3.784880204202082
Azizpur,Uttar Pradesh,26.97638889,79.22138889,0.0,3,-7.726605438826365
Baberu,Uttar Pradesh,25.54711,80.70443,15607.0,4,-5.7539843347686705
Babina,Uttar Pradesh,25.23947,78.47028,35538.0,4,-5.7539843347686705
Babrala,Uttar Pradesh,28.26419,78.4056,16670.0,4,-5.7539843347686705
Babugarh,Uttar Pradesh,28.72353,77.84677,7156.0,3,-7.726605438826365
Bachhraon,Uttar Pradesh,28.92694,78.23456,29232.0,4,-5.7539843347686705
Bachhrawan,Uttar Pradesh,26.4709,81.1158,12809.0,4,-5.7539843347686705
Baghpat,Uttar Pradesh,28.95,77.2167,41766.0,4,-5.7539843347686705
Baghra,Uttar Pradesh,29.46666667,77.58333333,0.0,3,-7.726605438826365
Bah,Uttar Pradesh,26.86912,78.59385,15359.0,4,-5.7539843347686705
Baheri,Uttar Pradesh,28.77416,79.4974,63953.0,5,-3.784880204202082
Bahjoi,Uttar Pradesh,28.39502,78.62659,33752.0,4,-5.7539843347686705
Bahraich,Uttar Pradesh,27.80021,81.51855,182218.0,5,-3.784880204202082
Bahraigh,Uttar Pradesh,27.57429,81.59474,182218.0,5,-3.784880204202082
Bahsuma,Uttar Pradesh,29.20063,77.97221,11157.0,4,-5.7539843347686705
Bahua,Uttar Pradesh,25.83942,80.62255,10243.0,4,-5.7539843347686705
Bajna,Uttar Pradesh,27.89793,77.67836,7673.0,3,-7.726605438826365
Bakewar,Uttar Pradesh,26.66226,79.17625,14217.0,4,-5.7539843347686705
Baksar,Uttar Pradesh,28.76666667,78.01666667,0.0,3,-7.726605438826365
Balamau,Uttar Pradesh,27.16666667,80.35,0.0,3,-7.726605438826365
Baldeo,Uttar Pradesh,27.41666667,77.81666667,10536.0,4,-5.7539843347686705
Baldev,Uttar Pradesh,27.40684,77.82214,10536.0,4,-5.7539843347686705
Ballia,Uttar Pradesh,25.83333,84.16667,0.0,3,-7.726605438826365
Balrampur,Uttar Pradesh,27.43449,82.40281,77396.0,5,-3.784880204202082
Banat,Uttar Pradesh,29.46355,77.35478,21580.0,4,-5.7539843347686705
Banda,Uttar Pradesh,25.5,80.5,152218.0,5,-3.784880204202082
Bangarmau,Uttar Pradesh,26.8912,80.21149,37425.0,4,-5.7539843347686705
Bansdih,Uttar Pradesh,25.88377,84.21827,21457.0,4,-5.7539843347686705
Bansgaon,Uttar Pradesh,26.55032,83.34503,14282.0,4,-5.7539843347686705
Bansi,Uttar Pradesh,27.17749,82.93442,39926.0,4,-5.7539843347686705
Banthra,Uttar Pradesh,27.9172,79.8174,0.0,3,-7.726605438826365
Bara Banki,Uttar Pradesh,26.93864,81.3274,,3,-7.726605438826365
Baragaon,Uttar Pradesh,25.47554,78.71224,8655.0,3,-7.726605438826365
Baraut,Uttar Pradesh,29.10199,77.26334,93544.0,5,-3.784880204202082
Bareilly,Uttar Pradesh,28.41667,79.38333,745435.0,6,-1.8244515764056963
Barhalganj,Uttar Pradesh,26.28333333,83.5,20518.0,4,-5.7539843347686705
Barkhera,Uttar Pradesh,28.45,79.8,11209.0,4,-5.7539843347686705
Barkhera Kalan,Uttar Pradesh,28.45209,79.80655,11209.0,4,-5.7539843347686705
Barokhar,Uttar Pradesh,24.91666667,81.96666667,0.0,3,-7.726605438826365
Barsana,Uttar Pradesh,27.64802,77.3764,9815.0,3,-7.726605438826365
Barwar (Lakhimpur Kheri),Uttar Pradesh,25.50583333,79.13972222,,3,-7.726605438826365
Basti,Uttar Pradesh,26.82816,82.77924,115115.0,5,-3.784880204202082
Behat,Uttar Pradesh,30.1718,77.6139,18223.0,4,-5.7539843347686705
Bela,Uttar Pradesh,25.92058,81.99629,73992.0,5,-3.784880204202082
Belthara,Uttar Pradesh,26.12694444,83.89138889,17228.0,4,-5.7539843347686705
Beniganj,Uttar Pradesh,27.29293,80.44364,10418.0,4,-5.7539843347686705
Beswan,Uttar Pradesh,27.63792,77.88019,5897.0,3,-7.726605438826365
Bewar,Uttar Pradesh,27.21869,79.29761,21058.0,4,-5.7539843347686705
Bhadarsa,Uttar Pradesh,26.66027778,82.12416667,0.0,3,-7.726605438826365
Bhadohi,Uttar Pradesh,25.39526,82.5703,78568.0,5,-3.784880204202082
Bhagwantnagar,Uttar Pradesh,26.22383,80.7575,6596.0,3,-7.726605438826365
Bharatpura,Uttar Pradesh,25.23333333,78.96666667,0.0,3,-7.726605438826365
Bhargain,Uttar Pradesh,27.615,79.14416667,0.0,3,-7.726605438826365
Bharthana,Uttar Pradesh,26.75231,79.2218,41055.0,4,-5.7539843347686705
Bharwari,Uttar Pradesh,25.56078,81.49164,16411.0,4,-5.7539843347686705
Bhaupur,Uttar Pradesh,26.91666667,79.21666667,0.0,3,-7.726605438826365
Bhimtal,Uttar Pradesh,29.34444444,79.56305556,6625.0,3,-7.726605438826365
Bhinga,Uttar Pradesh,27.70283,81.9343,22016.0,4,-5.7539843347686705
Bhognipur,Uttar Pradesh,26.24,79.8,0.0,3,-7.726605438826365
Bhongaon,Uttar Pradesh,27.25515,79.18118,29911.0,4,-5.7539843347686705
Bidhnu,Uttar Pradesh,26.33333333,80.28333333,0.0,3,-7.726605438826365
Bidhuna,Uttar Pradesh,26.80172,79.50829,27158.0,4,-5.7539843347686705
Bighapur,Uttar Pradesh,26.35,80.68,6409.0,3,-7.726605438826365
Bighapur Khurd,Uttar Pradesh,26.34734,80.65698,6409.0,3,-7.726605438826365
Bijnor,Uttar Pradesh,29.41667,78.51667,84593.0,5,-3.784880204202082
Bikapur,Uttar Pradesh,26.59534,82.13272,13177.0,4,-5.7539843347686705
Bilari,Uttar Pradesh,28.62146,78.80361,29666.0,4,-5.7539843347686705
Bilariaganj,Uttar Pradesh,26.19593,83.2269,13244.0,4,-5.7539843347686705
Bilaspur,Uttar Pradesh,28.88655,79.2703,39873.0,4,-5.7539843347686705
Bilgram,Uttar Pradesh,27.17509,80.03201,27173.0,4,-5.7539843347686705
Bilhaur,Uttar Pradesh,26.84345,80.06388,19333.0,4,-5.7539843347686705
Bilsanda,Uttar Pradesh,28.24341,79.95135,15538.0,4,-5.7539843347686705
Bilsi,Uttar Pradesh,28.12941,78.9109,26320.0,4,-5.7539843347686705
Bilthra,Uttar Pradesh,26.12705,83.89148,17228.0,4,-5.7539843347686705
Binauli,Uttar Pradesh,29.09416667,77.40083333,0.0,3,-7.726605438826365
Binaur,Uttar Pradesh,26.38333333,80.16666667,0.0,3,-7.726605438826365
Bindki,Uttar Pradesh,26.03613,80.57617,36058.0,4,-5.7539843347686705
Birdpur,Uttar Pradesh,27.3833,83.1167,0.0,3,-7.726605438826365
Birpur,Uttar Pradesh,26.53,86.25,19932.0,4,-5.7539843347686705
Bisalpur,Uttar Pradesh,28.29253,79.80472,68355.0,5,-3.784880204202082
Bisanda Buzurg,Uttar Pradesh,25.41666667,80.61666667,11100.0,4,-5.7539843347686705
Bisauli,Uttar Pradesh,28.30772,78.93678,32154.0,4,-5.7539843347686705
Bisenda Buzurg,Uttar Pradesh,25.4035,80.61889,11100.0,4,-5.7539843347686705
Bishunpur Urf Maharajganj,Uttar Pradesh,26.25914,83.11643,7499.0,3,-7.726605438826365
Biswan,Uttar Pradesh,27.49581,80.99618,52516.0,5,-3.784880204202082
Bithur,Uttar Pradesh,26.60664,80.27098,10602.0,4,-5.7539843347686705
Budaun,Uttar Pradesh,28.11667,78.98333,161555.0,5,-3.784880204202082
Budhana,Uttar Pradesh,29.28805,77.47534,35442.0,4,-5.7539843347686705
Bulandshahr,Uttar Pradesh,28.41667,77.83333,198612.0,5,-3.784880204202082
Captainganj,Uttar Pradesh,26.9264,83.71334,12299.0,4,-5.7539843347686705
Chail,Uttar Pradesh,25.42654,81.63198,8407.0,3,-7.726605438826365
Chakia,Uttar Pradesh,25.04891,83.22155,14999.0,4,-5.7539843347686705
Chandauli,Uttar Pradesh,25.25803,83.26825,25035.0,4,-5.7539843347686705
Chandauli District,Uttar Pradesh,25.26134,83.26408,1952756.0,7,0.11478305677049683
Chandausi,Uttar Pradesh,28.45,78.77,112635.0,5,-3.784880204202082
Chandpur,Uttar Pradesh,29.13489,78.27187,73555.0,5,-3.784880204202082
Chanduasi,Uttar Pradesh,28.45178,78.78277,112635.0,5,-3.784880204202082
Charkhari,Uttar Pradesh,25.40304,79.74877,24881.0,4,-5.7539843347686705
Charthawal,Uttar Pradesh,29.54687,77.59438,19942.0,4,-5.7539843347686705
Chhaprauli,Uttar Pradesh,29.20989,77.17454,19224.0,4,-5.7539843347686705
Chharra,Uttar Pradesh,27.9247,78.40102,24535.0,4,-5.7539843347686705
Chhata,Uttar Pradesh,27.72374,77.5081,21260.0,4,-5.7539843347686705
Chhibramau,Uttar Pradesh,27.14872,79.50078,57071.0,5,-3.784880204202082
Chhitauni,Uttar Pradesh,27.11666667,83.98333333,0.0,3,-7.726605438826365
Chhutmalpur,Uttar Pradesh,30.03209,77.75329,11127.0,4,-5.7539843347686705
Chillupar,Uttar Pradesh,26.28221,83.5064,20518.0,4,-5.7539843347686705
Chirgaon,Uttar Pradesh,25.57198,78.81432,14147.0,4,-5.7539843347686705
Chitrakoot,Uttar Pradesh,25.20511,81.08962,991730.0,6,-1.8244515764056963
Chitrakoot Dham,Uttar Pradesh,25.2,80.9,23316.0,4,-5.7539843347686705
Chopan,Uttar Pradesh,24.51954,83.02287,13585.0,4,-5.7539843347686705
Chunar,Uttar Pradesh,25.12776,82.8821,36459.0,4,-5.7539843347686705
Churk,Uttar Pradesh,24.65,83.1,0.0,3,-7.726605438826365
Colonelganj,Uttar Pradesh,27.13432,81.69868,25503.0,4,-5.7539843347686705
Dadri,Uttar Pradesh,28.55257,77.55403,70609.0,5,-3.784880204202082
Dalmau,Uttar Pradesh,26.06477,81.0298,11432.0,4,-5.7539843347686705
Dankaur,Uttar Pradesh,28.35121,77.55508,13020.0,4,-5.7539843347686705
Daraganj,Uttar Pradesh,25.43333333,81.88333333,0.0,3,-7.726605438826365
Daranagar,Uttar Pradesh,25.6816208,81.3497579,0.0,3,-7.726605438826365
Dasna,Uttar Pradesh,28.67736,77.52252,27926.0,4,-5.7539843347686705
Dataganj,Uttar Pradesh,28.0253,79.40819,24562.0,4,-5.7539843347686705
Daurala,Uttar Pradesh,29.11344,77.70467,10915.0,4,-5.7539843347686705
Dayal Bagh,Uttar Pradesh,27.22122,78.01095,3367.0,3,-7.726605438826365
Deoband,Uttar Pradesh,29.69505,77.67964,88171.0,5,-3.784880204202082
Deogarh,Uttar Pradesh,24.526,78.238,0.0,3,-7.726605438826365
Deoranian,Uttar Pradesh,28.62989,79.47648,19788.0,4,-5.7539843347686705
Deoria,Uttar Pradesh,26.66667,83.75,129570.0,5,-3.784880204202082
Derapur,Uttar Pradesh,26.41666667,79.8,0.0,3,-7.726605438826365
Dewa,Uttar Pradesh,27.03621,81.16692,14375.0,4,-5.7539843347686705
Dhampur,Uttar Pradesh,29.30883,78.51083,49973.0,4,-5.7539843347686705
Dhanaura,Uttar Pradesh,28.95912,78.25629,28285.0,4,-5.7539843347686705
Dhanghata,Uttar Pradesh,26.55419444,83.00806111,0.0,3,-7.726605438826365
Dharau,Uttar Pradesh,26.38333333,79.96666667,0.0,3,-7.726605438826365
Dhaurahra,Uttar Pradesh,27.99814,81.08975,20098.0,4,-5.7539843347686705
Dibai,Uttar Pradesh,28.20849,78.26173,37873.0,4,-5.7539843347686705
Divrasai,Uttar Pradesh,26.819,79.149,0.0,3,-7.726605438826365
Dohrighat,Uttar Pradesh,26.27217,83.50916,11180.0,4,-5.7539843347686705
Domariaganj,Uttar Pradesh,27.22,82.67,0.0,3,-7.726605438826365
Dostpur,Uttar Pradesh,26.27486,82.47091,12688.0,4,-5.7539843347686705
Dudhi,Uttar Pradesh,24.21357,83.24067,12742.0,4,-5.7539843347686705
Etah,Uttar Pradesh,27.5,78.75,145601.0,5,-3.784880204202082
Etawah,Uttar Pradesh,26.75,79.25,257448.0,6,-1.8244515764056963
Etmadpur,Uttar Pradesh,27.23971944,78.2,22697.0,4,-5.7539843347686705
Faizabad,Uttar Pradesh,26.75,82.0,165228.0,5,-3.784880204202082
Farah,Uttar Pradesh,27.32081,77.76185,9236.0,3,-7.726605438826365
Faridnagar,Uttar Pradesh,28.76923,77.62934,11371.0,4,-5.7539843347686705
Faridpur,Uttar Pradesh,28.20997,79.54149,71783.0,5,-3.784880204202082
Farrukhabad,Uttar Pradesh,27.5,79.5,241152.0,6,-1.8244515764056963
Fatehabad,Uttar Pradesh,27.02645,78.3027,21957.0,4,-5.7539843347686705
Fatehganj West,Uttar Pradesh,28.4662,79.30657,23810.0,4,-5.7539843347686705
Fatehgarh,Uttar Pradesh,27.36409,79.63111,14847.0,4,-5.7539843347686705
Fatehpur,Uttar Pradesh,25.75,80.75,92595.0,5,-3.784880204202082
Fatehpur (Barabanki),Uttar Pradesh,27.17,81.22,,3,-7.726605438826365
Fatehpur Chaurasi,Uttar Pradesh,26.78925,80.26547,5931.0,3,-7.726605438826365
Fatehpur Sikri,Uttar Pradesh,27.0937,77.66003,32905.0,4,-5.7539843347686705
Firozabad,Uttar Pradesh,27.20072,78.42867,306409.0,6,-1.8244515764056963
Fyzabad,Uttar Pradesh,26.77549,82.15018,153047.0,5,-3.784880204202082
Gahlon,Uttar Pradesh,26.53333333,79.96666667,0.0,3,-7.726605438826365
Gahmar,Uttar Pradesh,25.497,83.822,0.0,3,-7.726605438826365
Gaini,Uttar Pradesh,28.21,79.16,0.0,3,-7.726605438826365
Gajraula,Uttar Pradesh,28.8457,78.2396,50380.0,5,-3.784880204202082
Gangoh,Uttar Pradesh,29.78004,77.26346,59519.0,5,-3.784880204202082
Ganj Dundawara,Uttar Pradesh,27.73277778,78.94166667,46314.0,4,-5.7539843347686705
Ganj Dundwara,Uttar Pradesh,27.73308,78.94119,46314.0,4,-5.7539843347686705
Ganj Muradabad,Uttar Pradesh,26.95733,80.184,9970.0,3,-7.726605438826365
Garautha,Uttar Pradesh,25.5719,79.29764,9489.0,3,-7.726605438826365
Garhi Pukhta,Uttar Pradesh,29.5498,77.30881,13381.0,4,-5.7539843347686705
Garhmuktesar,Uttar Pradesh,28.78732,78.10214,37043.0,4,-5.7539843347686705
Garhwa,Uttar Pradesh,24.18,83.82,0.0,3,-7.726605438826365
Gauriganj,Uttar Pradesh,26.206,81.69,0.0,3,-7.726605438826365
Gautam Buddha Nagar,Uttar Pradesh,28.35898,77.55076,,3,-7.726605438826365
Gawan,Uttar Pradesh,28.41969,78.35186,8744.0,3,-7.726605438826365
Ghatampur,Uttar Pradesh,26.15272,80.16803,40435.0,4,-5.7539843347686705
Ghaziabad,Uttar Pradesh,28.66535,77.43915,1199191.0,7,0.11478305677049683
Ghazipur,Uttar Pradesh,25.58333,83.58526,121020.0,5,-3.784880204202082
Ghiror,Uttar Pradesh,27.18912,78.79312,14011.0,4,-5.7539843347686705
Ghorawal,Uttar Pradesh,24.75459,82.77965,7492.0,3,-7.726605438826365
Ghosi,Uttar Pradesh,26.10587,83.5393,39138.0,4,-5.7539843347686705
Gohand,Uttar Pradesh,25.69871,79.54567,7286.0,3,-7.726605438826365
Gokul,Uttar Pradesh,27.43926,77.72019,4351.0,3,-7.726605438826365
Gola Bazar,Uttar Pradesh,26.3446,83.35303,10936.0,4,-5.7539843347686705
Gola Gokarannath,Uttar Pradesh,28.07837,80.47054,58986.0,5,-3.784880204202082
Gonda,Uttar Pradesh,27.18581,81.96693,133583.0,5,-3.784880204202082
Gopamau,Uttar Pradesh,27.53468,80.28507,13581.0,4,-5.7539843347686705
Gorakhpur,Uttar Pradesh,26.91667,83.25,673446.0,6,-1.8244515764056963
Gosainganj,Uttar Pradesh,26.77,81.12,9537.0,3,-7.726605438826365
Goshainganj,Uttar Pradesh,26.57115,82.38091,13176.0,4,-5.7539843347686705
Govardhan,Uttar Pradesh,27.49658,77.46263,20044.0,4,-5.7539843347686705
Greater Noida,Uttar Pradesh,28.49615,77.53601,293908.0,6,-1.8244515764056963
Gulaothi,Uttar Pradesh,28.58938,77.79318,46647.0,4,-5.7539843347686705
Gunnaur,Uttar Pradesh,28.23995,78.43994,20980.0,4,-5.7539843347686705
Gursahaiganj,Uttar Pradesh,27.11518,79.73174,40214.0,4,-5.7539843347686705
Gursarai,Uttar Pradesh,25.61677,79.18053,25191.0,4,-5.7539843347686705
Gyanpur,Uttar Pradesh,25.33268,82.46637,200000.0,6,-1.8244515764056963
Haldaur,Uttar Pradesh,29.28988,78.28437,18686.0,4,-5.7539843347686705
Hamirpur,Uttar Pradesh,25.75,80.0,19280.0,4,-5.7539843347686705
Handia,Uttar Pradesh,25.36379,82.18655,17861.0,4,-5.7539843347686705
Hapur,Uttar Pradesh,28.72985,77.78068,242920.0,6,-1.8244515764056963
Haraipur,Uttar Pradesh,26.9,79.7,0.0,3,-7.726605438826365
Haraiya,Uttar Pradesh,26.79477,82.46436,9000.0,3,-7.726605438826365
Harchandpur,Uttar Pradesh,26.36,81.17,0.0,3,-7.726605438826365
Hardoi,Uttar Pradesh,27.41667,80.25,122635.0,5,-3.784880204202082
Harduaganj,Uttar Pradesh,27.94361,78.15789,12328.0,4,-5.7539843347686705
Hasanpur,Uttar Pradesh,28.72249,78.28436,57481.0,5,-3.784880204202082
Hastinapur,Uttar Pradesh,29.16042,78.00762,24093.0,4,-5.7539843347686705
Hata,Uttar Pradesh,26.7412,83.74526,12050.0,4,-5.7539843347686705
Hata (India),Uttar Pradesh,26.75,83.74,,3,-7.726605438826365
Hathras,Uttar Pradesh,27.59551,78.05201,126882.0,5,-3.784880204202082
Hulas,Uttar Pradesh,29.69027778,77.36027778,0.0,3,-7.726605438826365
Ibrahimpur,Uttar Pradesh,26.01027778,83.16861111,0.0,3,-7.726605438826365
Iglas,Uttar Pradesh,27.711,77.93967,13746.0,4,-5.7539843347686705
Ikauna,Uttar Pradesh,27.53097,81.96917,14217.0,4,-5.7539843347686705
Indergarh,Uttar Pradesh,26.93521,79.6712,17366.0,4,-5.7539843347686705
Indragarh,Uttar Pradesh,29.91299444,74.32284167,0.0,3,-7.726605438826365
Islamnagar,Uttar Pradesh,28.32896,78.72524,29144.0,4,-5.7539843347686705
Islamnagar (Badaun),Uttar Pradesh,28.33,78.72,,3,-7.726605438826365
Itaunja,Uttar Pradesh,27.08347,80.89672,6726.0,3,-7.726605438826365
Itimadpur,Uttar Pradesh,27.23541,78.19829,22697.0,4,-5.7539843347686705
Jagdishpur,Uttar Pradesh,26.74967,80.5451,31029.0,4,-5.7539843347686705
Jagnair,Uttar Pradesh,26.8636,77.60231,10023.0,4,-5.7539843347686705
Jahanabad,Uttar Pradesh,28.63025,79.71818,13617.0,4,-5.7539843347686705
Jahanabad (Pilibhit),Uttar Pradesh,28.6333,79.8,,3,-7.726605438826365
Jahangirabad,Uttar Pradesh,28.40549,78.10588,57363.0,5,-3.784880204202082
